Total Nacional;Comunidades y Ciudades Autónomas;Sexo;Edad (grupos quinquenales);Tipo de dato;Periodo;Total
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM25;3.223
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM24;3.581
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM23;3.465
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM22;3.329
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM21;3.304
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM20;3.410
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM19;3.531
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM18;3.484
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM17;3.407
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM16;3.593
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM15;3.694
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM14;3.761
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM13;3.828
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM12;4.033
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM11;3.917
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM10;4.429
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM09;4.170
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM08;4.358
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM07;4.247
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM06;4.015
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM05;4.108
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM04;4.064
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM03;4.250
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM02;4.182
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM01;3.812
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM52;3.873
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM51;3.904
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM50;3.963
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM49;3.730
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM48;3.549
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM47;3.516
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM46;3.671
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM45;3.573
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM44;3.591
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM43;3.304
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM42;3.228
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM41;3.339
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM40;3.185
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM39;2.941
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM38;3.214
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM37;3.145
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM36;3.199
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM35;3.188
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM34;3.640
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM33;3.356
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM32;3.325
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM31;3.221
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM30;3.399
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM29;3.198
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM28;3.202
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM27;3.138
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM26;3.588
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM25;3.115
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM24;3.181
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM23;3.282
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM22;3.353
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM21;3.319
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM20;3.518
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM19;3.713
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM18;3.663
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM17;3.674
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM16;3.780
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM15;3.778
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM14;3.751
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM13;3.980
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM12;4.069
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM11;4.366
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM10;4.699
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM09;5.422
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM08;5.714
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM07;5.744
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM06;5.028
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM05;4.667
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM04;4.404
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM03;4.606
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM02;4.556
Total Nacional;;Mujeres;Todas las edades;Dato base;2012SM01;4.304
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM52;4.277
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM51;4.054
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM50;3.882
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM49;3.824
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM48;3.708
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM47;3.602
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM46;3.644
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM45;3.698
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM44;3.643
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM43;3.513
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM42;3.492
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM41;3.424
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM40;3.411
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM39;3.291
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM38;3.143
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM37;3.242
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM36;3.184
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM35;3.299
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM34;3.466
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM33;3.467
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM32;3.329
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM31;3.394
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM30;3.200
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM29;3.168
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM28;3.360
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM27;3.372
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM26;3.502
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM25;3.431
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM24;3.326
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM23;3.220
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM22;3.292
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM21;3.532
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM20;3.206
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM19;3.353
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM18;3.381
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM17;3.464
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM16;3.321
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM15;3.502
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM14;3.716
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM13;3.775
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM12;3.604
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM11;3.784
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM10;3.875
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM09;3.716
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM08;4.014
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM07;4.177
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM06;4.223
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM05;4.152
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM04;4.199
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM03;4.175
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM02;4.194
Total Nacional;;Mujeres;Todas las edades;Dato base;2011SM01;4.315
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM52;4.056
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM51;3.892
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM50;3.668
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM49;3.754
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM48;3.794
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM47;3.516
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM46;3.561
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM45;3.563
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM44;3.502
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM43;3.579
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM42;3.452
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM41;3.205
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM40;3.305
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM39;3.144
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM38;3.031
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM37;3.056
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM36;3.021
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM35;3.200
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM34;3.323
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM33;3.115
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM32;3.242
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM31;3.206
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM30;3.209
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM29;3.349
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM28;3.638
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM27;3.625
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM26;3.567
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM25;3.201
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM24;3.124
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM23;3.076
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM22;3.595
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM21;3.446
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM20;3.436
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM19;3.254
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM18;3.246
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM17;3.461
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM16;3.489
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM15;3.622
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM14;3.614
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM13;3.417
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM12;3.638
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM11;3.815
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM10;3.612
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM09;3.687
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM08;3.968
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM07;4.028
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM06;3.854
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM05;3.976
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM04;3.837
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM03;4.122
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM02;4.264
Total Nacional;;Mujeres;Todas las edades;Dato base;2010SM01;4.019
